id,x0,x1,x2,x3,x4,x5,x6,x7
0,0.403992960255733,-1.3598071336738,-0.0727811733098497,2.53634673796914,1.37815522427443,-0.33832076994251803,0.462387777762292,0.239598554061257
541,0.4169557050379071,-2.3122265423262998,1.9519920106415802,-1.6098507322976898,3.9979055875468,-0.522187864667764,-1.4265453192059498,-2.5373873062457903
560,0.339455052753018,-0.79199307524803,1.05400661494178,-0.110012027991852,-1.23418578034555,2.75135491291703,3.44306387901596,0.0553133974642393
623,0.283344830149495,-3.0435406239976,-3.1573071209022796,1.08846277997285,2.2886436183814,1.35980512966107,-1.06482252298131,0.325574266158614
1120,1.2961791427416698,-1.3667974294790302,-0.381816400226104,2.90936404917298,0.452823992750014,0.646124552090261,0.0745040532228388,-0.0437010628995156
1680,-0.6764814702564069,1.19165791702744,0.288667814322344,0.40699400979987505,0.723228708892708,-0.37837556869274497,-0.7991768175902149,-0.0123924808632154
2240,-0.209815104096902,1.16333312827456,0.179325302582108,0.24371984960849102,0.7342145568514741,-0.44271411164005703,-1.05979091198081,0.130849978630148
2800,-1.19801499516361,-1.3489029669286101,1.3505692627597,1.5597059966362101,-0.44104483231154396,-0.31230670061197496,-0.19383721908231302,0.6179699186833609
3360,-0.14048158742069503,-0.342649948383547,0.607668859695412,0.712874821277393,-2.27628048494818,0.725329849359511,-0.565811044417828,1.04634753613321
3920,0.7113390555497059,0.489314685098253,-1.62923160367138,0.0187968455429653,-0.945399598294516,-1.34838296779567,-0.9735867753806201,0.31883813649507897
4480,-0.9317786905984649,0.988814865955298,-0.995465737567064,0.250333614375552,-0.203282099888358,-1.20463527736217,-0.9845410549452281,-0.187304478656486
4920,-1.33444106667307,-2.3033495675855296,1.7592474602669999,-0.35974474333005196,2.33024305053917,-0.8216283283754221,-0.0757875706194599,0.562319782266954
5040,-0.024605636593813,-1.2538317729128898,1.88815032373309,0.276655783010674,0.11279591661883198,0.0152928312631621,-0.6158289295982471,-0.10366667748795699
5600,-0.139509321774135,1.04657928374187,-0.105659336275503,0.6912496965535601,0.973312593178372,-0.45832983966917895,0.00244255295995835,-0.286981847411198
6108,0.30833394575869105,-4.39797444171999,1.3583670283975802,-2.5928442182572997,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467
6160,-0.00543938606231654,0.8167191744568071,-0.321162697638252,-0.0158659968457546,0.799122680813078,-0.16819690303719598,-0.7083022923835699,0.581960606928324
